Approval,Date,Value,Variable,date
Approve,04/06/2014,0.27,Female,09/07/2012
Disapprove,04/06/2014,0.54,Female,10/07/2012
Don't know,04/06/2014,0.19,Female,11/07/2012
Approve,11/06/2014,0.27,Female,12/07/2012
Disapprove,11/06/2014,0.55,Female,13/07/2012
Don't know,11/06/2014,0.18,Female,14/07/2012
Approve,18/06/2014,0.28,Female,15/07/2012
Disapprove,18/06/2014,0.53,Female,16/07/2012
Don't know,18/06/2014,0.2,Female,17/07/2012
Approve,25/06/2014,0.28,Female,18/07/2012
Disapprove,25/06/2014,0.53,Female,19/07/2012
Don't know,25/06/2014,0.19,Female,20/07/2012
Approve,01/07/2014,0.27,Female,21/07/2012
Disapprove,01/07/2014,0.54,Female,22/07/2012
Don't know,01/07/2014,0.19,Female,23/07/2012
Approve,09/07/2014,0.27,Female,24/07/2012
Disapprove,09/07/2014,0.52,Female,25/07/2012
Don't know,09/07/2014,0.21,Female,26/07/2012
Approve,16/07/2014,0.26,Female,27/07/2012
Disapprove,16/07/2014,0.53,Female,28/07/2012
Don't know,16/07/2014,0.2,Female,29/07/2012
Approve,23/07/2014,0.27,Female,30/07/2012
Disapprove,23/07/2014,0.54,Female,31/07/2012
Don't know,23/07/2014,0.19,Female,01/08/2012
Approve,30/07/2014,0.28,Female,02/08/2012
Disapprove,30/07/2014,0.52,Female,03/08/2012
Don't know,30/07/2014,0.2,Female,04/08/2012
Approve,04/08/2014,0.29,Female,05/08/2012
Disapprove,04/08/2014,0.52,Female,06/08/2012
Don't know,04/08/2014,0.19,Female,07/08/2012
Approve,12/08/2014,0.27,Female,08/08/2012
Disapprove,12/08/2014,0.52,Female,09/08/2012
Don't know,12/08/2014,0.21,Female,10/08/2012
Approve,20/08/2014,0.28,Female,11/08/2012
Disapprove,20/08/2014,0.51,Female,12/08/2012
Don't know,20/08/2014,0.21,Female,13/08/2012
Approve,27/08/2014,0.27,Female,14/08/2012
Disapprove,27/08/2014,0.53,Female,15/08/2012
Don't know,27/08/2014,0.2,Female,16/08/2012
Approve,03/09/2014,0.26,Female,17/08/2012
Disapprove,03/09/2014,0.54,Female,18/08/2012
Don't know,03/09/2014,0.2,Female,19/08/2012
Approve,10/09/2014,0.27,Female,20/08/2012
Disapprove,10/09/2014,0.55,Female,21/08/2012
Don't know,10/09/2014,0.18,Female,22/08/2012
Approve,17/09/2014,0.26,Female,23/08/2012
Disapprove,17/09/2014,0.55,Female,24/08/2012
Don't know,17/09/2014,0.18,Female,25/08/2012
Approve,24/09/2014,0.27,Female,26/08/2012
Disapprove,24/09/2014,0.53,Female,27/08/2012
Don't know,24/09/2014,0.2,Female,28/08/2012
Approve,01/10/2014,0.28,Female,29/08/2012
Disapprove,01/10/2014,0.55,Female,30/08/2012
Don't know,01/10/2014,0.17,Female,31/08/2012
Approve,08/10/2014,0.29,Female,01/09/2012
Disapprove,08/10/2014,0.53,Female,02/09/2012
Don't know,08/10/2014,0.17,Female,03/09/2012
Approve,15/10/2014,0.27,Female,04/09/2012
Disapprove,15/10/2014,0.54,Female,05/09/2012
Don't know,15/10/2014,0.18,Female,06/09/2012
Approve,22/10/2014,0.28,Female,07/09/2012
Disapprove,22/10/2014,0.54,Female,08/09/2012
Don't know,22/10/2014,0.18,Female,09/09/2012
Approve,29/10/2014,0.27,Female,10/09/2012
Disapprove,29/10/2014,0.54,Female,11/09/2012
Don't know,29/10/2014,0.19,Female,12/09/2012
Approve,05/11/2014,0.28,Female,13/09/2012
Disapprove,05/11/2014,0.52,Female,14/09/2012
Don't know,05/11/2014,0.2,Female,15/09/2012
Approve,12/11/2014,0.26,Female,16/09/2012
Disapprove,12/11/2014,0.55,Female,17/09/2012
Don't know,12/11/2014,0.18,Female,18/09/2012
Approve,19/11/2014,0.27,Female,19/09/2012
Disapprove,19/11/2014,0.53,Female,20/09/2012
Don't know,19/11/2014,0.2,Female,21/09/2012
Approve,26/11/2014,0.27,Female,22/09/2012
Disapprove,26/11/2014,0.55,Female,23/09/2012
Don't know,26/11/2014,0.18,Female,24/09/2012
Approve,03/12/2014,0.27,Female,25/09/2012
Disapprove,03/12/2014,0.54,Female,26/09/2012
Don't know,03/12/2014,0.19,Female,27/09/2012
Approve,09/12/2014,0.27,Female,28/09/2012
Disapprove,09/12/2014,0.56,Female,29/09/2012
Don't know,09/12/2014,0.18,Female,30/09/2012
Approve,17/12/2014,0.27,Female,01/10/2012
Disapprove,17/12/2014,0.53,Female,02/10/2012
Don't know,17/12/2014,0.19,Female,03/10/2012
Approve,22/12/2014,0.27,Female,04/10/2012
Disapprove,22/12/2014,0.53,Female,05/10/2012
Don't know,22/12/2014,0.2,Female,06/10/2012
Approve,07/01/2015,0.29,Female,07/10/2012
Disapprove,07/01/2015,0.52,Female,08/10/2012
Don't know,07/01/2015,0.19,Female,09/10/2012
Approve,14/01/2015,0.27,Female,10/10/2012
Disapprove,14/01/2015,0.54,Female,11/10/2012
Don't know,14/01/2015,0.19,Female,12/10/2012
Approve,21/01/2015,0.28,Female,13/10/2012
Disapprove,21/01/2015,0.53,Female,14/10/2012
Don't know,21/01/2015,0.19,Female,15/10/2012
Approve,28/01/2015,0.3,Female,16/10/2012
Disapprove,28/01/2015,0.52,Female,17/10/2012
Don't know,28/01/2015,0.18,Female,18/10/2012
Approve,04/02/2015,0.28,Female,19/10/2012
Disapprove,04/02/2015,0.52,Female,20/10/2012
Don't know,04/02/2015,0.2,Female,21/10/2012
Approve,11/02/2015,0.29,Female,22/10/2012
Disapprove,11/02/2015,0.52,Female,23/10/2012
Don't know,11/02/2015,0.19,Female,24/10/2012
Approve,18/02/2015,0.28,Female,25/10/2012
Disapprove,18/02/2015,0.53,Female,26/10/2012
Don't know,18/02/2015,0.19,Female,27/10/2012
Approve,24/02/2015,0.29,Female,28/10/2012
Disapprove,24/02/2015,0.52,Female,29/10/2012
Don't know,24/02/2015,0.19,Female,30/10/2012
Approve,04/03/2015,0.3,Female,31/10/2012
Disapprove,04/03/2015,0.51,Female,01/11/2012
Don't know,04/03/2015,0.18,Female,02/11/2012
Approve,11/03/2015,0.29,Female,03/11/2012
Disapprove,11/03/2015,0.51,Female,04/11/2012
Don't know,11/03/2015,0.19,Female,05/11/2012
Approve,18/03/2015,0.3,Female,06/11/2012
Disapprove,18/03/2015,0.51,Female,07/11/2012
Don't know,18/03/2015,0.2,Female,08/11/2012
Approve,25/03/2015,0.32,Female,09/11/2012
Disapprove,25/03/2015,0.49,Female,10/11/2012
Don't know,25/03/2015,0.19,Female,11/11/2012
Approve,01/04/2015,0.31,Female,12/11/2012
Disapprove,01/04/2015,0.5,Female,13/11/2012
Don't know,01/04/2015,0.19,Female,14/11/2012
Approve,08/04/2015,0.34,Female,15/11/2012
Disapprove,08/04/2015,0.48,Female,16/11/2012
Don't know,08/04/2015,0.18,Female,17/11/2012
Approve,15/04/2015,0.33,Female,18/11/2012
Disapprove,15/04/2015,0.5,Female,19/11/2012
Don't know,15/04/2015,0.17,Female,20/11/2012
Approve,21/04/2015,0.34,Female,21/11/2012
Disapprove,21/04/2015,0.49,Female,22/11/2012
Don't know,21/04/2015,0.17,Female,23/11/2012
Approve,28/04/2015,0.35,Female,24/11/2012
Disapprove,28/04/2015,0.49,Female,25/11/2012
Don't know,28/04/2015,0.17,Female,26/11/2012
Approve,05/05/2015,0.34,Female,27/11/2012
Disapprove,05/05/2015,0.49,Female,28/11/2012
Don't know,05/05/2015,0.17,Female,29/11/2012
Approve,13/05/2015,0.37,Female,30/11/2012
Disapprove,13/05/2015,0.47,Female,01/12/2012
Don't know,13/05/2015,0.16,Female,02/12/2012
Approve,18/05/2015,0.37,Female,03/12/2012
Disapprove,18/05/2015,0.45,Female,04/12/2012
Don't know,18/05/2015,0.19,Female,05/12/2012
Approve,26/05/2015,0.36,Female,06/12/2012
Disapprove,26/05/2015,0.47,Female,07/12/2012
Don't know,26/05/2015,0.17,Female,08/12/2012
Approve,02/06/2015,0.35,Female,09/12/2012
Disapprove,02/06/2015,0.45,Female,10/12/2012
Don't know,02/06/2015,0.2,Female,11/12/2012
Approve,10/06/2015,0.37,Female,12/12/2012
Disapprove,10/06/2015,0.44,Female,13/12/2012
Don't know,10/06/2015,0.19,Female,14/12/2012
Approve,16/06/2015,0.36,Female,15/12/2012
Disapprove,16/06/2015,0.42,Female,16/12/2012
Don't know,16/06/2015,0.22,Female,17/12/2012
Approve,24/06/2015,0.35,Female,18/12/2012
Disapprove,24/06/2015,0.44,Female,19/12/2012
Don't know,24/06/2015,0.21,Female,20/12/2012
Approve,01/07/2015,0.36,Female,21/12/2012
Disapprove,01/07/2015,0.46,Female,22/12/2012
Don't know,01/07/2015,0.18,Female,23/12/2012
Approve,07/07/2015,0.35,Female,24/12/2012
Disapprove,07/07/2015,0.45,Female,25/12/2012
Don't know,07/07/2015,0.19,Female,26/12/2012
Approve,13/07/2015,0.37,Female,27/12/2012
Disapprove,13/07/2015,0.44,Female,28/12/2012
Don't know,13/07/2015,0.2,Female,29/12/2012
Approve,24/08/2015,0.31,Female,30/12/2012
Disapprove,24/08/2015,0.5,Female,31/12/2012
Don't know,24/08/2015,0.2,Female,01/01/2013
Approve,18/09/2015,0.33,Female,02/01/2013
Disapprove,18/09/2015,0.51,Female,03/01/2013
Don't know,18/09/2015,0.17,Female,04/01/2013
Approve,26/10/2015,0.29,Female,05/01/2013
Disapprove,26/10/2015,0.52,Female,06/01/2013
Don't know,26/10/2015,0.19,Female,07/01/2013
Approve,23/11/2015,0.3,Female,08/01/2013
Disapprove,23/11/2015,0.48,Female,09/01/2013
Don't know,23/11/2015,0.21,Female,10/01/2013
Approve,23/12/2015,0.29,Female,11/01/2013
Disapprove,23/12/2015,0.49,Female,12/01/2013
Don't know,23/12/2015,0.22,Female,13/01/2013
Approve,25/01/2016,0.28,Female,14/01/2013
Disapprove,25/01/2016,0.51,Female,15/01/2013
Don't know,25/01/2016,0.2,Female,16/01/2013
Approve,23/02/2016,0.26,Female,17/01/2013
Disapprove,23/02/2016,0.51,Female,18/01/2013
Don't know,23/02/2016,0.23,Female,19/01/2013
Approve,21/03/2016,0.17,Female,20/01/2013
Disapprove,21/03/2016,0.59,Female,21/01/2013
Don't know,21/03/2016,0.24,Female,22/01/2013
Approve,25/04/2016,0.19,Female,23/01/2013
Disapprove,25/04/2016,0.55,Female,24/01/2013
Don't know,25/04/2016,0.26,Female,25/01/2013
Approve,02/05/2016,0.21,Female,26/01/2013
Disapprove,02/05/2016,0.56,Female,27/01/2013
Don't know,02/05/2016,0.23,Female,28/01/2013
Approve,20/05/2016,0.22,Female,29/01/2013
Disapprove,20/05/2016,0.52,Female,30/01/2013
Don't know,20/05/2016,0.26,Female,31/01/2013
Approve,05/06/2016,0.14,Female,01/02/2013
Disapprove,05/06/2016,0.59,Female,02/02/2013
Don't know,05/06/2016,0.26,Female,03/02/2013
Approve,04/07/2016,0.2,Female,04/02/2013
Disapprove,04/07/2016,0.54,Female,05/02/2013
Don't know,04/07/2016,0.26,Female,06/02/2013
Approve,22/07/2016,0.25,Female,07/02/2013
Disapprove,22/07/2016,0.45,Female,08/02/2013
Don't know,22/07/2016,0.3,Female,09/02/2013
Approve,01/09/2016,0.23,Female,10/02/2013
Disapprove,01/09/2016,0.43,Female,11/02/2013
Don't know,01/09/2016,0.34,Female,12/02/2013
Approve,19/09/2016,0.21,Female,13/02/2013
Disapprove,19/09/2016,0.46,Female,14/02/2013
Don't know,19/09/2016,0.34,Female,15/02/2013
Approve,24/10/2016,0.24,Female,16/02/2013
Disapprove,24/10/2016,0.38,Female,17/02/2013
Don't know,24/10/2016,0.38,Female,18/02/2013
Approve,22/11/2016,0.23,Female,19/02/2013
Disapprove,22/11/2016,0.45,Female,20/02/2013
Don't know,22/11/2016,0.32,Female,21/02/2013
Approve,15/12/2016,0.25,Female,22/02/2013
Disapprove,15/12/2016,0.45,Female,23/02/2013
Don't know,15/12/2016,0.31,Female,24/02/2013
Approve,24/01/2017,0.25,Female,25/02/2013
Disapprove,24/01/2017,0.37,Female,26/02/2013
Don't know,24/01/2017,0.37,Female,27/02/2013
Approve,20/02/2017,0.28,Female,28/02/2013
Disapprove,20/02/2017,0.4,Female,01/03/2013
Don't know,20/02/2017,0.32,Female,02/03/2013
Approve,29/03/2017,0.29,Female,03/03/2013
Disapprove,29/03/2017,0.41,Female,04/03/2013
Don't know,29/03/2017,0.31,Female,05/03/2013
Approve,21/04/2017,0.33,Female,06/03/2013
Disapprove,21/04/2017,0.38,Female,07/03/2013
Don't know,21/04/2017,0.3,Female,08/03/2013
Approve,28/04/2017,0.3,Female,09/03/2013
Disapprove,28/04/2017,0.42,Female,10/03/2013
Don't know,28/04/2017,0.27,Female,11/03/2013
Approve,22/05/2017,0.29,Female,12/03/2013
Disapprove,22/05/2017,0.44,Female,13/03/2013
Don't know,22/05/2017,0.27,Female,14/03/2013
Approve,26/06/2017,0.22,Female,15/03/2013
Disapprove,26/06/2017,0.5,Female,16/03/2013
Don't know,26/06/2017,0.28,Female,17/03/2013
Approve,24/07/2017,0.2,Female,18/03/2013
Disapprove,24/07/2017,0.51,Female,19/03/2013
Don't know,24/07/2017,0.29,Female,20/03/2013
Approve,24/08/2017,0.21,Female,21/03/2013
Disapprove,24/08/2017,0.5,Female,22/03/2013
Don't know,24/08/2017,0.3,Female,23/03/2013
Approve,27/09/2017,0.2,Female,24/03/2013
Disapprove,27/09/2017,0.5,Female,25/03/2013
Don't know,27/09/2017,0.3,Female,26/03/2013
Approve,19/10/2017,0.18,Female,27/03/2013
Disapprove,19/10/2017,0.5,Female,28/03/2013
Don't know,19/10/2017,0.31,Female,29/03/2013
Approve,17/11/2017,0.2,Female,30/03/2013
Disapprove,17/11/2017,0.52,Female,31/03/2013
Don't know,17/11/2017,0.28,Female,01/04/2013
Approve,15/12/2017,0.17,Female,02/04/2013
Disapprove,15/12/2017,0.45,Female,03/04/2013
Don't know,15/12/2017,0.38,Female,04/04/2013
Approve,28/02/2018,0.21,Female,05/04/2013
Disapprove,28/02/2018,0.49,Female,06/04/2013
Don't know,28/02/2018,0.3,Female,07/04/2013
Approve,24/03/2018,0.23,Female,08/04/2013
Disapprove,24/03/2018,0.47,Female,09/04/2013
Don't know,24/03/2018,0.3,Female,10/04/2013
Approve,19/04/2018,0.23,Female,11/04/2013
Disapprove,19/04/2018,0.45,Female,12/04/2013
Don't know,19/04/2018,0.32,Female,13/04/2013
Approve,26/04/2018,0.23,Female,14/04/2013
Disapprove,26/04/2018,0.45,Female,15/04/2013
Don't know,26/04/2018,0.32,Female,16/04/2013
Approve,11/06/2018,0.21,Female,17/04/2013
Disapprove,11/06/2018,0.46,Female,18/04/2013
Don't know,11/06/2018,0.33,Female,19/04/2013
Approve,04/07/2018,0.22,Female,20/04/2013
Disapprove,04/07/2018,0.34,Female,21/04/2013
Don't know,04/07/2018,0.44,Female,22/04/2013
Approve,24/07/2018,0.17,Female,23/04/2013
Disapprove,24/07/2018,0.53,Female,24/04/2013
Don't know,24/07/2018,0.3,Female,25/04/2013
Approve,22/08/2018,0.18,Female,26/04/2013
Disapprove,22/08/2018,0.49,Female,27/04/2013
Don't know,22/08/2018,0.33,Female,28/04/2013
Approve,21/09/2018,0.16,Female,29/04/2013
Disapprove,21/09/2018,0.56,Female,30/04/2013
Don't know,21/09/2018,0.28,Female,01/05/2013
Approve,23/10/2018,0.17,Female,02/05/2013
Disapprove,23/10/2018,0.47,Female,03/05/2013
Don't know,23/10/2018,0.36,Female,04/05/2013
Approve,22/11/2018,0.18,Female,05/05/2013
Disapprove,22/11/2018,0.52,Female,06/05/2013
Don't know,22/11/2018,0.3,Female,07/05/2013
Approve,17/12/2018,0.18,Female,08/05/2013
Disapprove,17/12/2018,0.56,Female,09/05/2013
Don't know,17/12/2018,0.26,Female,10/05/2013
Approve,23/01/2019,0.13,Female,11/05/2013
Disapprove,23/01/2019,0.54,Female,12/05/2013
Don't know,23/01/2019,0.33,Female,13/05/2013
Approve,27/03/2019,0.1,Female,14/05/2013
Disapprove,27/03/2019,0.63,Female,15/05/2013
Don't know,27/03/2019,0.27,Female,16/05/2013
Approve,01/05/2019,0.09,Female,17/05/2013
Disapprove,01/05/2019,0.61,Female,18/05/2013
Don't know,01/05/2019,0.29,Female,19/05/2013
Approve,13/05/2019,0.07,Female,20/05/2013
Disapprove,13/05/2019,0.67,Female,21/05/2013
Don't know,13/05/2019,0.27,Female,22/05/2013
Approve,24/06/2019,0.09,Female,23/05/2013
Disapprove,24/06/2019,0.69,Female,24/05/2013
Don't know,24/06/2019,0.21,Female,25/05/2013
Approve,01/07/2019,0.1,Female,26/05/2013
Disapprove,01/07/2019,0.65,Female,27/05/2013
Don't know,01/07/2019,0.24,Female,28/05/2013
Approve,08/07/2019,0.09,Female,29/05/2013
Disapprove,08/07/2019,0.66,Female,30/05/2013
Don't know,08/07/2019,0.26,Female,31/05/2013
Approve,14/07/2019,0.13,Female,01/06/2013
Disapprove,14/07/2019,0.66,Female,02/06/2013
Don't know,14/07/2019,0.21,Female,03/06/2013
Approve,22/07/2019,0.09,Female,04/06/2013
Disapprove,22/07/2019,0.66,Female,05/06/2013
Don't know,22/07/2019,0.24,Female,06/06/2013
Approve,29/07/2019,0.13,Female,07/06/2013
Disapprove,29/07/2019,0.6,Female,08/06/2013
Don't know,29/07/2019,0.27,Female,09/06/2013
Approve,05/08/2019,0.13,Female,10/06/2013
Disapprove,05/08/2019,0.61,Female,11/06/2013
Don't know,05/08/2019,0.26,Female,12/06/2013
Approve,11/08/2019,0.18,Female,13/06/2013
Disapprove,11/08/2019,0.61,Female,14/06/2013
Don't know,11/08/2019,0.21,Female,15/06/2013
Approve,19/08/2019,0.13,Female,16/06/2013
Disapprove,19/08/2019,0.62,Female,17/06/2013
Don't know,19/08/2019,0.25,Female,18/06/2013
Approve,26/08/2019,0.15,Female,19/06/2013
Disapprove,26/08/2019,0.56,Female,20/06/2013
Don't know,26/08/2019,0.29,Female,21/06/2013
Approve,02/09/2019,0.18,Female,22/06/2013
Disapprove,02/09/2019,0.55,Female,23/06/2013
Don't know,02/09/2019,0.26,Female,24/06/2013
Approve,09/09/2019,0.12,Female,25/06/2013
Disapprove,09/09/2019,0.68,Female,26/06/2013
Don't know,09/09/2019,0.2,Female,27/06/2013
Approve,16/09/2019,0.12,Female,28/06/2013
Disapprove,16/09/2019,0.69,Female,29/06/2013
Don't know,16/09/2019,0.19,Female,30/06/2013
Approve,23/09/2019,0.14,Female,01/07/2013
Disapprove,23/09/2019,0.65,Female,02/07/2013
Don't know,23/09/2019,0.22,Female,03/07/2013
Approve,30/09/2019,0.12,Female,04/07/2013
Disapprove,30/09/2019,0.66,Female,05/07/2013
Don't know,30/09/2019,0.22,Female,06/07/2013
Approve,06/10/2019,0.15,Female,07/07/2013
Disapprove,06/10/2019,0.61,Female,08/07/2013
Don't know,06/10/2019,0.23,Female,09/07/2013
Approve,14/10/2019,0.12,Female,10/07/2013
Disapprove,14/10/2019,0.63,Female,11/07/2013
Don't know,14/10/2019,0.25,Female,12/07/2013
Approve,21/10/2019,0.18,Female,13/07/2013
Disapprove,21/10/2019,0.55,Female,14/07/2013
Don't know,21/10/2019,0.26,Female,15/07/2013
Approve,28/10/2019,0.16,Female,16/07/2013
Disapprove,28/10/2019,0.6,Female,17/07/2013
Don't know,28/10/2019,0.25,Female,18/07/2013
Approve,04/11/2019,0.13,Female,19/07/2013
Disapprove,04/11/2019,0.62,Female,20/07/2013
Don't know,04/11/2019,0.25,Female,21/07/2013
Approve,11/11/2019,0.15,Female,22/07/2013
Disapprove,11/11/2019,0.61,Female,23/07/2013
Don't know,11/11/2019,0.24,Female,24/07/2013
Approve,18/11/2019,0.18,Female,25/07/2013
Disapprove,18/11/2019,0.58,Female,26/07/2013
Don't know,18/11/2019,0.24,Female,27/07/2013
Approve,25/11/2019,0.18,Female,28/07/2013
Disapprove,25/11/2019,0.58,Female,29/07/2013
Don't know,25/11/2019,0.24,Female,30/07/2013
Approve,01/12/2019,0.19,Female,31/07/2013
Disapprove,01/12/2019,0.58,Female,01/08/2013
Don't know,01/12/2019,0.23,Female,02/08/2013
Approve,16/12/2019,0.23,Female,03/08/2013
Disapprove,16/12/2019,0.52,Female,04/08/2013
Don't know,16/12/2019,0.25,Female,05/08/2013
Approve,23/12/2019,0.27,Female,06/08/2013
Disapprove,23/12/2019,0.47,Female,07/08/2013
Don't know,23/12/2019,0.26,Female,08/08/2013
Approve,30/12/2019,0.28,Female,09/08/2013
Disapprove,30/12/2019,0.45,Female,10/08/2013
Don't know,30/12/2019,0.27,Female,11/08/2013
Approve,06/01/2020,0.27,Female,12/08/2013
Disapprove,06/01/2020,0.44,Female,13/08/2013
Don't know,06/01/2020,0.29,Female,14/08/2013
Approve,13/01/2020,0.29,Female,15/08/2013
Disapprove,13/01/2020,0.42,Female,16/08/2013
Don't know,13/01/2020,0.29,Female,17/08/2013
Approve,20/01/2020,0.28,Female,18/08/2013
Disapprove,20/01/2020,0.46,Female,19/08/2013
Don't know,20/01/2020,0.27,Female,20/08/2013
Approve,27/01/2020,0.31,Female,21/08/2013
Disapprove,27/01/2020,0.4,Female,22/08/2013
Don't know,27/01/2020,0.29,Female,23/08/2013
Approve,03/02/2020,0.3,Female,24/08/2013
Disapprove,03/02/2020,0.41,Female,25/08/2013
Don't know,03/02/2020,0.28,Female,26/08/2013
Approve,09/02/2020,0.31,Female,27/08/2013
Disapprove,09/02/2020,0.41,Female,28/08/2013
Don't know,09/02/2020,0.28,Female,29/08/2013
Approve,17/02/2020,0.27,Female,30/08/2013
Disapprove,17/02/2020,0.42,Female,31/08/2013
Don't know,17/02/2020,0.31,Female,01/09/2013
Approve,24/02/2020,0.29,Female,02/09/2013
Disapprove,24/02/2020,0.42,Female,03/09/2013
Don't know,24/02/2020,0.29,Female,04/09/2013
Approve,02/03/2020,0.27,Female,05/09/2013
Disapprove,02/03/2020,0.42,Female,06/09/2013
Don't know,02/03/2020,0.32,Female,07/09/2013
Approve,09/03/2020,0.31,Female,08/09/2013
Disapprove,09/03/2020,0.35,Female,09/09/2013
Don't know,09/03/2020,0.34,Female,10/09/2013
Approve,16/03/2020,0.36,Female,11/09/2013
Disapprove,16/03/2020,0.34,Female,12/09/2013
Don't know,16/03/2020,0.29,Female,13/09/2013
Approve,23/03/2020,0.52,Female,14/09/2013
Disapprove,23/03/2020,0.23,Female,15/09/2013
Don't know,23/03/2020,0.25,Female,16/09/2013
Approve,30/03/2020,0.53,Female,17/09/2013
Disapprove,30/03/2020,0.22,Female,18/09/2013
Don't know,30/03/2020,0.25,Female,19/09/2013
Approve,06/04/2020,0.48,Female,20/09/2013
Disapprove,06/04/2020,0.27,Female,21/09/2013
Don't know,06/04/2020,0.25,Female,22/09/2013
Approve,13/04/2020,0.48,Female,23/09/2013
Disapprove,13/04/2020,0.24,Female,24/09/2013
Don't know,13/04/2020,0.28,Female,25/09/2013
Approve,20/04/2020,0.47,Female,26/09/2013
Disapprove,20/04/2020,0.29,Female,27/09/2013
Don't know,20/04/2020,0.25,Female,28/09/2013
Approve,27/04/2020,0.45,Female,29/09/2013
Disapprove,27/04/2020,0.27,Female,30/09/2013
Don't know,27/04/2020,0.27,Female,01/10/2013
Approve,03/05/2020,0.48,Female,02/10/2013
Disapprove,03/05/2020,0.27,Female,03/10/2013
Don't know,03/05/2020,0.25,Female,04/10/2013
Approve,10/05/2020,0.45,Female,05/10/2013
Disapprove,10/05/2020,0.32,Female,06/10/2013
Don't know,10/05/2020,0.23,Female,07/10/2013
Approve,18/05/2020,0.36,Female,08/10/2013
Disapprove,18/05/2020,0.4,Female,09/10/2013
Don't know,18/05/2020,0.24,Female,10/10/2013
Approve,25/05/2020,0.37,Female,11/10/2013
Disapprove,25/05/2020,0.38,Female,12/10/2013
Don't know,25/05/2020,0.25,Female,13/10/2013
Approve,02/06/2020,0.31,Female,14/10/2013
Disapprove,02/06/2020,0.44,Female,15/10/2013
Don't know,02/06/2020,0.25,Female,16/10/2013
Approve,08/06/2020,0.28,Female,17/10/2013
Disapprove,08/06/2020,0.49,Female,18/10/2013
Don't know,08/06/2020,0.23,Female,19/10/2013
Approve,15/06/2020,0.33,Female,20/10/2013
Disapprove,15/06/2020,0.43,Female,21/10/2013
Don't know,15/06/2020,0.25,Female,22/10/2013
Approve,22/06/2020,0.33,Female,23/10/2013
Disapprove,22/06/2020,0.42,Female,24/10/2013
Don't know,22/06/2020,0.25,Female,25/10/2013
Approve,29/06/2020,0.31,Female,26/10/2013
Disapprove,29/06/2020,0.42,Female,27/10/2013
Don't know,29/06/2020,0.27,Female,28/10/2013
Approve,06/07/2020,0.32,Female,29/10/2013
Disapprove,06/07/2020,0.45,Female,30/10/2013
Don't know,06/07/2020,0.23,Female,31/10/2013
Approve,13/07/2020,0.34,Female,01/11/2013
Disapprove,13/07/2020,0.44,Female,02/11/2013
Don't know,13/07/2020,0.22,Female,03/11/2013
Approve,20/07/2020,0.29,Female,04/11/2013
Disapprove,20/07/2020,0.46,Female,05/11/2013
Don't know,20/07/2020,0.25,Female,06/11/2013
Approve,27/07/2020,0.32,Female,07/11/2013
Disapprove,27/07/2020,0.44,Female,08/11/2013
Don't know,27/07/2020,0.23,Female,09/11/2013
Approve,03/08/2020,0.33,Female,10/11/2013
Disapprove,03/08/2020,0.43,Female,11/11/2013
Don't know,03/08/2020,0.23,Female,12/11/2013
Approve,10/08/2020,0.27,Female,13/11/2013
Disapprove,10/08/2020,0.48,Female,14/11/2013
Don't know,10/08/2020,0.24,Female,15/11/2013
Approve,17/08/2020,0.27,Female,16/11/2013
Disapprove,17/08/2020,0.48,Female,17/11/2013
Don't know,17/08/2020,0.25,Female,18/11/2013
Approve,24/08/2020,0.26,Female,19/11/2013
Disapprove,24/08/2020,0.47,Female,20/11/2013
Don't know,24/08/2020,0.26,Female,21/11/2013
Approve,31/08/2020,0.32,Female,22/11/2013
Disapprove,31/08/2020,0.43,Female,23/11/2013
Don't know,31/08/2020,0.25,Female,24/11/2013
Approve,07/09/2020,0.3,Female,25/11/2013
Disapprove,07/09/2020,0.46,Female,26/11/2013
Don't know,07/09/2020,0.24,Female,27/11/2013
Approve,14/09/2020,0.26,Female,28/11/2013
Disapprove,14/09/2020,0.51,Female,29/11/2013
Don't know,14/09/2020,0.23,Female,30/11/2013
Approve,21/09/2020,0.24,Female,01/12/2013
Disapprove,21/09/2020,0.49,Female,02/12/2013
Don't know,21/09/2020,0.26,Female,03/12/2013
Approve,28/09/2020,0.29,Female,04/12/2013
Disapprove,28/09/2020,0.5,Female,05/12/2013
Don't know,28/09/2020,0.22,Female,06/12/2013
Approve,05/10/2020,0.22,Female,07/12/2013
Disapprove,05/10/2020,0.55,Female,08/12/2013
Don't know,05/10/2020,0.23,Female,09/12/2013
Approve,12/10/2020,0.25,Female,10/12/2013
Disapprove,12/10/2020,0.52,Female,11/12/2013
Don't know,12/10/2020,0.23,Female,12/12/2013
Approve,18/10/2020,0.27,Female,13/12/2013
Disapprove,18/10/2020,0.5,Female,14/12/2013
Don't know,18/10/2020,0.22,Female,15/12/2013
Approve,26/10/2020,0.26,Female,16/12/2013
Disapprove,26/10/2020,0.53,Female,17/12/2013
Don't know,26/10/2020,0.21,Female,18/12/2013
Approve,02/11/2020,0.23,Female,19/12/2013
Disapprove,02/11/2020,0.53,Female,20/12/2013
Don't know,02/11/2020,0.23,Female,21/12/2013
Approve,09/11/2020,0.28,Female,22/12/2013
Disapprove,09/11/2020,0.49,Female,23/12/2013
Don't know,09/11/2020,0.24,Female,24/12/2013
Approve,15/11/2020,0.25,Female,25/12/2013
Disapprove,15/11/2020,0.49,Female,26/12/2013
Don't know,15/11/2020,0.26,Female,27/12/2013
